loiczid;csquarecode;lname;occurrence
34949;1601:354:3;bucephala clangula;t
34949;1601:354:3;castor fiber;t
34949;1601:354:3;cinclus cinclus;t
34949;1601:354:3;gallinago gallinago;t
34949;1601:354:3;gavia arctica;t
34949;1601:354:3;mergus merganser;t
34949;1601:354:3;rana temporaria;t
34950;1601:354:4;ardea cinerea;t
34950;1601:354:4;aythya fuligula;t
34950;1601:354:4;bucephala clangula;t
34950;1601:354:4;cinclus cinclus;t
34950;1601:354:4;galba truncatula;t
34950;1601:354:4;gallinago gallinago;t
34950;1601:354:4;gavia arctica;t
34950;1601:354:4;mergus merganser;t
34950;1601:354:4;numenius arquata;t
34950;1601:354:4;salmo trutta;t
34950;1601:354:4;salvelinus alpinus;t
34951;1601:455:3;alces alces;t
34951;1601:455:3;ardea cinerea;t
34951;1601:455:3;aythya fuligula;t
34951;1601:455:3;bucephala clangula;t
34951;1601:455:3;carychium minimum;t
34951;1601:455:3;cinclus cinclus;t
34951;1601:455:3;crex crex;t
34951;1601:455:3;gallinago gallinago;t
34951;1601:455:3;gavia arctica;t
34951;1601:455:3;hydrocoloeus minutus;t
34951;1601:455:3;mergus merganser;t
34951;1601:455:3;numenius arquata;t
34951;1601:455:3;rana temporaria;t
34951;1601:455:3;riparia riparia;t
34951;1601:455:3;salmo trutta;t
34951;1601:455:3;salvelinus alpinus;t
34952;1601:455:4;alces alces;t
34952;1601:455:4;ardea cinerea;t
34952;1601:455:4;aythya fuligula;t
34952;1601:455:4;bucephala clangula;t
34952;1601:455:4;castor fiber;t
34952;1601:455:4;cinclus cinclus;t
34952;1601:455:4;gallinago gallinago;t
34952;1601:455:4;gavia arctica;t
34952;1601:455:4;mergus merganser;t
34952;1601:455:4;phalacrocorax carbo;t
34952;1601:455:4;phoxinus phoxinus;t
34952;1601:455:4;rana temporaria;t
34952;1601:455:4;riparia riparia;t
34952;1601:455:4;salmo trutta;t
34952;1601:455:4;salvelinus alpinus;t
34953;1601:456:3;alces alces;t
34953;1601:456:3;anser albifrons;t
34953;1601:456:3;ardea cinerea;t
34953;1601:456:3;aythya fuligula;t
34953;1601:456:3;botaurus stellaris;t
34953;1601:456:3;bucephala clangula;t
34953;1601:456:3;cinclus cinclus;t
34953;1601:456:3;crex crex;t
34953;1601:456:3;gallinago gallinago;t
34953;1601:456:3;gallinula chloropus;t
34953;1601:456:3;gavia arctica;t
34953;1601:456:3;hydrocoloeus minutus;t
34953;1601:456:3;lota lota;t
34953;1601:456:3;mergus merganser;t
34953;1601:456:3;numenius arquata;t
34953;1601:456:3;rana temporaria;t
34953;1601:456:3;riparia riparia;t
34953;1601:456:3;salmo salar;t
34953;1601:456:3;salmo trutta;t
34953;1601:456:3;salvelinus alpinus;t
34953;1601:456:3;thymallus thymallus;t
34954;1601:456:4;alces alces;t
34954;1601:456:4;ardea cinerea;t
34954;1601:456:4;aythya fuligula;t
34954;1601:456:4;bucephala clangula;t
34954;1601:456:4;cinclus cinclus;t
34954;1601:456:4;galba truncatula;t
34954;1601:456:4;gallinago gallinago;t
34954;1601:456:4;gavia arctica;t
34954;1601:456:4;hydrocoloeus minutus;t
34954;1601:456:4;lota lota;t
34954;1601:456:4;mergus merganser;t
34954;1601:456:4;numenius arquata;t
34954;1601:456:4;phalacrocorax carbo;t
34954;1601:456:4;riparia riparia;t
34954;1601:456:4;salmo trutta;t
34954;1601:456:4;thymallus thymallus;t
34955;1601:457:3;alces alces;t
34955;1601:457:3;ardea cinerea;t
34955;1601:457:3;aythya fuligula;t
34955;1601:457:3;bucephala clangula;t
34955;1601:457:3;cinclus cinclus;t
34955;1601:457:3;gallinago gallinago;t
34955;1601:457:3;gavia arctica;t
34955;1601:457:3;hydrocoloeus minutus;t
34955;1601:457:3;lota lota;t
34955;1601:457:3;margaritifera margaritifera;t
34955;1601:457:3;mergus merganser;t
34955;1601:457:3;numenius arquata;t
34955;1601:457:3;phalacrocorax carbo;t
34955;1601:457:3;phoxinus phoxinus;t
34955;1601:457:3;riparia riparia;t
34955;1601:457:3;salmo trutta;t
34955;1601:457:3;thymallus thymallus;t
34956;1601:457:4;alces alces;t
34956;1601:457:4;ardea cinerea;t
34956;1601:457:4;aythya fuligula;t
34956;1601:457:4;bucephala clangula;t
34956;1601:457:4;cinclus cinclus;t
34956;1601:457:4;crex crex;t
34956;1601:457:4;esox lucius;t
34956;1601:457:4;galba truncatula;t
34956;1601:457:4;gallinago gallinago;t
34956;1601:457:4;gavia arctica;t
34956;1601:457:4;hydrocoloeus minutus;t
34956;1601:457:4;lota lota;t
34956;1601:457:4;lutra lutra;t
34956;1601:457:4;lymnaea stagnalis;t
34956;1601:457:4;mergus merganser;t
34956;1601:457:4;numenius arquata;t
34956;1601:457:4;perca fluviatilis;t
34956;1601:457:4;phalacrocorax carbo;t
34956;1601:457:4;phoxinus phoxinus;t
34956;1601:457:4;riparia riparia;t
34956;1601:457:4;salmo salar;t
34956;1601:457:4;salmo trutta;t
34956;1601:457:4;thymallus thymallus;t
34957;1601:458:3;alces alces;t
34957;1601:458:3;aythya fuligula;t
34957;1601:458:3;bucephala clangula;t
34957;1601:458:3;cinclus cinclus;t
34957;1601:458:3;cottus gobio;t
34957;1601:458:3;gallinago gallinago;t
34957;1601:458:3;gavia arctica;t
34957;1601:458:3;hydrocoloeus minutus;t
34957;1601:458:3;mergus merganser;t
34957;1601:458:3;numenius arquata;t
34957;1601:458:3;phalacrocorax carbo;t
34957;1601:458:3;riparia riparia;t
34958;1601:458:4;alces alces;t
34958;1601:458:4;aythya fuligula;t
34958;1601:458:4;bucephala clangula;t
34958;1601:458:4;cinclus cinclus;t
34958;1601:458:4;gallinago gallinago;t
34958;1601:458:4;gavia arctica;t
34958;1601:458:4;lota lota;t
34958;1601:458:4;lymnaea stagnalis;t
34958;1601:458:4;mergus merganser;t
34958;1601:458:4;numenius arquata;t
34958;1601:458:4;perca fluviatilis;t
34958;1601:458:4;riparia riparia;t
34958;1601:458:4;salmo trutta;t
34958;1601:458:4;salvelinus alpinus;t
34958;1601:458:4;thymallus thymallus;t
34959;1601:459:3;ardea cinerea;t
34959;1601:459:3;aythya fuligula;t
34959;1601:459:3;bucephala clangula;t
34959;1601:459:3;cinclus cinclus;t
34959;1601:459:3;cottus gobio;t
34959;1601:459:3;esox lucius;t
34959;1601:459:3;gallinago gallinago;t
34959;1601:459:3;gavia arctica;t
34959;1601:459:3;hydrocoloeus minutus;t
34959;1601:459:3;lota lota;t
34959;1601:459:3;mergus merganser;t
34959;1601:459:3;numenius arquata;t
34959;1601:459:3;phalacrocorax carbo;t
34959;1601:459:3;phoxinus phoxinus;t
34959;1601:459:3;riparia riparia;t
34959;1601:459:3;salmo salar;t
34959;1601:459:3;salmo trutta;t
34959;1601:459:3;thymallus thymallus;t
34960;1601:459:4;alces alces;t
34960;1601:459:4;aythya fuligula;t
34960;1601:459:4;bucephala clangula;t
34960;1601:459:4;cinclus cinclus;t
34960;1601:459:4;cottus gobio;t
34960;1601:459:4;gallinago gallinago;t
34960;1601:459:4;gavia arctica;t
34960;1601:459:4;hydrocoloeus minutus;t
34960;1601:459:4;lota lota;t
34960;1601:459:4;mergus merganser;t
34960;1601:459:4;numenius arquata;t
34960;1601:459:4;phalacrocorax carbo;t
34960;1601:459:4;phoxinus phoxinus;t
34960;1601:459:4;riparia riparia;t
34960;1601:459:4;salmo salar;t
34960;1601:459:4;salmo trutta;t
34960;1601:459:4;thymallus thymallus;t
34961;1602:350:3;aythya fuligula;t
34961;1602:350:3;bucephala clangula;t
34961;1602:350:3;bufo bufo;t
34961;1602:350:3;cinclus cinclus;t
34961;1602:350:3;gallinago gallinago;t
34961;1602:350:3;gallinula chloropus;t
34961;1602:350:3;gavia arctica;t
34961;1602:350:3;gymnocephalus cernuus;t
34961;1602:350:3;hydrocoloeus minutus;t
34961;1602:350:3;mergus merganser;t
34961;1602:350:3;numenius arquata;t
34961;1602:350:3;rana temporaria;t
34961;1602:350:3;riparia riparia;t
34961;1602:350:3;salmo trutta;t
34962;1602:350:4;alces alces;t
34962;1602:350:4;ardea cinerea;t
34962;1602:350:4;aythya fuligula;t
34962;1602:350:4;bucephala clangula;t
34962;1602:350:4;cinclus cinclus;t
34962;1602:350:4;cottus gobio;t
34962;1602:350:4;gallinago gallinago;t
34962;1602:350:4;gavia arctica;t
34962;1602:350:4;hydrocoloeus minutus;t
34962;1602:350:4;lota lota;t
34962;1602:350:4;lutra lutra;t
34962;1602:350:4;mergus merganser;t
34962;1602:350:4;numenius arquata;t
34962;1602:350:4;ondatra zibethicus;t
34962;1602:350:4;perca fluviatilis;t
34962;1602:350:4;phalacrocorax carbo;t
34962;1602:350:4;rana temporaria;t
34962;1602:350:4;rattus norvegicus;t
34962;1602:350:4;riparia riparia;t
34962;1602:350:4;rutilus rutilus;t
34962;1602:350:4;salmo trutta;t
34962;1602:350:4;thymallus thymallus;t
34963;1602:351:3;alces alces;t
34963;1602:351:3;anser albifrons;t
34963;1602:351:3;ardea cinerea;t
34963;1602:351:3;aythya fuligula;t
34963;1602:351:3;bucephala clangula;t
34963;1602:351:3;bufo bufo;t
34963;1602:351:3;cinclus cinclus;t
34963;1602:351:3;cottus gobio;t
34963;1602:351:3;crex crex;t
34963;1602:351:3;gallinago gallinago;t
34963;1602:351:3;gavia arctica;t
34963;1602:351:3;hydrocoloeus minutus;t
34963;1602:351:3;lota lota;t
34963;1602:351:3;lutra lutra;t
34963;1602:351:3;margaritifera margaritifera;t
34963;1602:351:3;mergus merganser;t
34963;1602:351:3;numenius arquata;t
34963;1602:351:3;ondatra zibethicus;t
34963;1602:351:3;riparia riparia;t
34964;1602:351:4;alces alces;t
34964;1602:351:4;anser albifrons;t
34964;1602:351:4;ardea cinerea;t
34964;1602:351:4;arvicola terrestris;t
34964;1602:351:4;aythya fuligula;t
34964;1602:351:4;botaurus stellaris;t
34964;1602:351:4;bucephala clangula;t
34964;1602:351:4;castor fiber;t
34964;1602:351:4;cinclus cinclus;t
34964;1602:351:4;crex crex;t
34964;1602:351:4;cygnus olor;t
34964;1602:351:4;gallinago gallinago;t
34964;1602:351:4;gallinula chloropus;t
34964;1602:351:4;gavia arctica;t
34964;1602:351:4;hydrocoloeus minutus;t
34964;1602:351:4;hydroprogne caspia;t
34964;1602:351:4;lutra lutra;t
34964;1602:351:4;mergus merganser;t
34964;1602:351:4;numenius arquata;t
34964;1602:351:4;ondatra zibethicus;t
34964;1602:351:4;pandion haliaetus;t
34964;1602:351:4;phalacrocorax carbo;t
34964;1602:351:4;rattus norvegicus;t
34964;1602:351:4;riparia riparia;t
34964;1602:351:4;sternula albifrons;t
34965;1602:352:3;abramis brama;t
34965;1602:352:3;alburnus alburnus;t
34965;1602:352:3;anser albifrons;t
34965;1602:352:3;ardea cinerea;t
34965;1602:352:3;aythya fuligula;t
34965;1602:352:3;botaurus stellaris;t
34965;1602:352:3;bucephala clangula;t
34965;1602:352:3;bufo bufo;t
34965;1602:352:3;cinclus cinclus;t
34965;1602:352:3;cottus gobio;t
34965;1602:352:3;crex crex;t
34965;1602:352:3;cygnus olor;t
34965;1602:352:3;esox lucius;t
34965;1602:352:3;gallinago gallinago;t
34965;1602:352:3;gallinula chloropus;t
34965;1602:352:3;gasterosteus aculeatus;t
34965;1602:352:3;gavia arctica;t
34965;1602:352:3;gymnocephalus cernuus;t
34965;1602:352:3;hydrocoloeus minutus;t
34965;1602:352:3;hydroprogne caspia;t
34965;1602:352:3;leuciscus idus;t
34965;1602:352:3;leuciscus leuciscus;t
34965;1602:352:3;lota lota;t
34965;1602:352:3;lutra lutra;t
34965;1602:352:3;mergus merganser;t
34965;1602:352:3;numenius arquata;t
34965;1602:352:3;ondatra zibethicus;t
34965;1602:352:3;perca fluviatilis;t
34965;1602:352:3;phalacrocorax carbo;t
34965;1602:352:3;phoxinus phoxinus;t
34965;1602:352:3;rana temporaria;t
34965;1602:352:3;riparia riparia;t
34965;1602:352:3;rutilus rutilus;t
34965;1602:352:3;salmo trutta;t
34965;1602:352:3;sternula albifrons;t
34965;1602:352:3;thymallus thymallus;t
34966;1602:352:4;alces alces;t
34966;1602:352:4;anser albifrons;t
34966;1602:352:4;ardea cinerea;t
34966;1602:352:4;aythya fuligula;t
34966;1602:352:4;bucephala clangula;t
34966;1602:352:4;cinclus cinclus;t
34966;1602:352:4;cottus gobio;t
34966;1602:352:4;cygnus olor;t
34966;1602:352:4;esox lucius;t
34966;1602:352:4;gallinago gallinago;t
34966;1602:352:4;gavia arctica;t
34966;1602:352:4;gymnocephalus cernuus;t
34966;1602:352:4;hydrocoloeus minutus;t
34966;1602:352:4;hydroprogne caspia;t
34966;1602:352:4;leuciscus leuciscus;t
34966;1602:352:4;lota lota;t
34966;1602:352:4;mergus merganser;t
34966;1602:352:4;numenius arquata;t
34966;1602:352:4;perca fluviatilis;t
34966;1602:352:4;phalacrocorax carbo;t
34966;1602:352:4;phoxinus phoxinus;t
34966;1602:352:4;riparia riparia;t
34966;1602:352:4;rutilus rutilus;t
34966;1602:352:4;salmo salar;t
34966;1602:352:4;salmo trutta;t
34966;1602:352:4;sternula albifrons;t
34966;1602:352:4;thymallus thymallus;t
34967;1602:353:3;ardea cinerea;t
34967;1602:353:3;aythya fuligula;t
34967;1602:353:3;bucephala clangula;t
34967;1602:353:3;cinclus cinclus;t
34967;1602:353:3;cottus gobio;t
34967;1602:353:3;crex crex;t
34967;1602:353:3;gallinago gallinago;t
34967;1602:353:3;gavia arctica;t
34967;1602:353:3;hydrocoloeus minutus;t
34967;1602:353:3;hydroprogne caspia;t
34967;1602:353:3;leuciscus leuciscus;t
34967;1602:353:3;lota lota;t
34967;1602:353:3;mergus merganser;t
34967;1602:353:3;numenius arquata;t
34967;1602:353:3;pandion haliaetus;t
34967;1602:353:3;perca fluviatilis;t
34967;1602:353:3;phalacrocorax carbo;t
34967;1602:353:3;phoxinus phoxinus;t
34967;1602:353:3;riparia riparia;t
34967;1602:353:3;salmo salar;t
34967;1602:353:3;succinea putris;t
34968;1602:353:4;alces alces;t
34968;1602:353:4;ardea cinerea;t
34968;1602:353:4;aythya fuligula;t
34968;1602:353:4;bucephala clangula;t
34968;1602:353:4;cinclus cinclus;t
34968;1602:353:4;crex crex;t
34968;1602:353:4;cygnus olor;t
34968;1602:353:4;gallinago gallinago;t
34968;1602:353:4;gavia arctica;t
34968;1602:353:4;hydrocoloeus minutus;t
34968;1602:353:4;hydroprogne caspia;t
34968;1602:353:4;mergus merganser;t
34968;1602:353:4;numenius arquata;t
34968;1602:353:4;phalacrocorax carbo;t
34968;1602:353:4;riparia riparia;t
34968;1602:353:4;sternula albifrons;t
34969;1602:354:3;anser albifrons;t
34969;1602:354:3;ardea cinerea;t
34969;1602:354:3;aythya fuligula;t
34969;1602:354:3;barbatula barbatula;t
34969;1602:354:3;botaurus stellaris;t
34969;1602:354:3;bucephala clangula;t
34969;1602:354:3;cinclus cinclus;t
34969;1602:354:3;cottus gobio;t
34969;1602:354:3;crex crex;t
34969;1602:354:3;cygnus olor;t
34969;1602:354:3;esox lucius;t
34969;1602:354:3;gallinago gallinago;t
34969;1602:354:3;gallinula chloropus;t
34969;1602:354:3;gavia arctica;t
34969;1602:354:3;gymnocephalus cernuus;t
34969;1602:354:3;hydrocoloeus minutus;t
34969;1602:354:3;hydroprogne caspia;t
34969;1602:354:3;larus minutus;t
34969;1602:354:3;leuciscus idus;t
34969;1602:354:3;leuciscus leuciscus;t
34969;1602:354:3;lota lota;t
34969;1602:354:3;mergus merganser;t
34969;1602:354:3;numenius arquata;t
34969;1602:354:3;ondatra zibethicus;t
34969;1602:354:3;pandion haliaetus;t
34969;1602:354:3;perca fluviatilis;t
34969;1602:354:3;phalacrocorax carbo;t
34969;1602:354:3;phoxinus phoxinus;t
34969;1602:354:3;riparia riparia;t
34969;1602:354:3;rutilus rutilus;t
34969;1602:354:3;salmo salar;t
34969;1602:354:3;salmo trutta;t
34969;1602:354:3;sterna caspia;t
34969;1602:354:3;sternula albifrons;t
34969;1602:354:3;thymallus thymallus;t
34970;1602:354:4;anser albifrons;t
34970;1602:354:4;ardea cinerea;t
34970;1602:354:4;aythya fuligula;t
34970;1602:354:4;botaurus stellaris;t
34970;1602:354:4;bucephala clangula;t
34970;1602:354:4;cinclus cinclus;t
34970;1602:354:4;crex crex;t
34970;1602:354:4;cygnus olor;t
34970;1602:354:4;gallinago gallinago;t
34970;1602:354:4;gavia arctica;t
34970;1602:354:4;hydrocoloeus minutus;t
34970;1602:354:4;hydroprogne caspia;t
34970;1602:354:4;larus minutus;t
34970;1602:354:4;lutra lutra;t
34970;1602:354:4;mergus merganser;t
34970;1602:354:4;numenius arquata;t
34970;1602:354:4;pandion haliaetus;t
34970;1602:354:4;phalacrocorax carbo;t
34970;1602:354:4;riparia riparia;t
34970;1602:354:4;sterna caspia;t
34971;1602:455:3;anser albifrons;t
34971;1602:455:3;ardea cinerea;t
34971;1602:455:3;aythya fuligula;t
34971;1602:455:3;bucephala clangula;t
34971;1602:455:3;cinclus cinclus;t
34971;1602:455:3;crex crex;t
34971;1602:455:3;gallinago gallinago;t
34971;1602:455:3;gavia arctica;t
34971;1602:455:3;hydroprogne caspia;t
34971;1602:455:3;larus minutus;t
34971;1602:455:3;mergus merganser;t
34971;1602:455:3;numenius arquata;t
34971;1602:455:3;pandion haliaetus;t
34971;1602:455:3;phalacrocorax carbo;t
34971;1602:455:3;riparia riparia;t
34971;1602:455:3;sterna caspia;t
34972;1602:455:4;aythya fuligula;t
34972;1602:455:4;bucephala clangula;t
34972;1602:455:4;cinclus cinclus;t
34972;1602:455:4;gallinago gallinago;t
34972;1602:455:4;gavia arctica;t
34972;1602:455:4;hydrocoloeus minutus;t
34972;1602:455:4;larus minutus;t
34972;1602:455:4;mergus merganser;t
34972;1602:455:4;numenius arquata;t
34972;1602:455:4;pandion haliaetus;t
34972;1602:455:4;phalacrocorax carbo;t
34972;1602:455:4;rana arvalis;t
34972;1602:455:4;riparia riparia;t
34973;1602:456:3;aythya fuligula;t
34973;1602:456:3;bucephala clangula;t
34973;1602:456:3;gallinago gallinago;t
34973;1602:456:3;gavia arctica;t
34973;1602:456:3;mergus merganser;t
34973;1602:456:3;numenius arquata;t
34973;1602:456:3;pandion haliaetus;t
34973;1602:456:3;phalacrocorax carbo;t
34974;1602:456:4;anser albifrons;t
34974;1602:456:4;aythya fuligula;t
34974;1602:456:4;bucephala clangula;t
34974;1602:456:4;cinclus cinclus;t
34974;1602:456:4;gallinago gallinago;t
34974;1602:456:4;gavia arctica;t
34974;1602:456:4;larus minutus;t
34974;1602:456:4;mergus merganser;t
34974;1602:456:4;numenius arquata;t
34974;1602:456:4;pandion haliaetus;t
34974;1602:456:4;phalacrocorax carbo;t
34974;1602:456:4;riparia riparia;t
34975;1602:457:3;ardea cinerea;t
34975;1602:457:3;aythya fuligula;t
34975;1602:457:3;bucephala clangula;t
34975;1602:457:3;gallinago gallinago;t
34975;1602:457:3;gavia arctica;t
34975;1602:457:3;hydrocoloeus minutus;t
34975;1602:457:3;larus minutus;t
34975;1602:457:3;mergus merganser;t
34975;1602:457:3;numenius arquata;t
34976;1602:457:4;ardea cinerea;t
34976;1602:457:4;aythya fuligula;t
34976;1602:457:4;bucephala clangula;t
34976;1602:457:4;cinclus cinclus;t
34976;1602:457:4;crex crex;t
34976;1602:457:4;gallinago gallinago;t
34976;1602:457:4;gavia arctica;t
34976;1602:457:4;hydrocoloeus minutus;t
34976;1602:457:4;larus minutus;t
34976;1602:457:4;mergus merganser;t
34976;1602:457:4;numenius arquata;t
34976;1602:457:4;pandion haliaetus;t
34976;1602:457:4;phalacrocorax carbo;t
34976;1602:457:4;rana temporaria;t
34976;1602:457:4;riparia riparia;t
34977;1602:458:3;anser albifrons;t
34977;1602:458:3;ardea cinerea;t
34977;1602:458:3;aythya fuligula;t
34977;1602:458:3;botaurus stellaris;t
34977;1602:458:3;bucephala clangula;t
34977;1602:458:3;cinclus cinclus;t
34977;1602:458:3;gallinago gallinago;t
34977;1602:458:3;gallinula chloropus;t
34977;1602:458:3;gavia arctica;t
34977;1602:458:3;hydrocoloeus minutus;t
34977;1602:458:3;larus minutus;t
34977;1602:458:3;mergus merganser;t
34977;1602:458:3;numenius arquata;t
34977;1602:458:3;pandion haliaetus;t
34977;1602:458:3;phalacrocorax carbo;t
34977;1602:458:3;riparia riparia;t
34977;1602:458:3;sterna caspia;t
34978;1602:458:4;anser albifrons;t
34978;1602:458:4;ardea cinerea;t
34978;1602:458:4;aythya fuligula;t
34978;1602:458:4;bucephala clangula;t
34978;1602:458:4;cinclus cinclus;t
34978;1602:458:4;gallinago gallinago;t
34978;1602:458:4;gavia arctica;t
34978;1602:458:4;hydrocoloeus minutus;t
34978;1602:458:4;larus minutus;t
34978;1602:458:4;mergus merganser;t
34978;1602:458:4;numenius arquata;t
34978;1602:458:4;pandion haliaetus;t
34978;1602:458:4;phalacrocorax carbo;t
34978;1602:458:4;riparia riparia;t
34978;1602:458:4;sterna caspia;t
34979;1602:459:3;ardea cinerea;t
34979;1602:459:3;aythya fuligula;t
34979;1602:459:3;botaurus stellaris;t
34979;1602:459:3;bucephala clangula;t
34979;1602:459:3;cinclus cinclus;t
34979;1602:459:3;crex crex;t
34979;1602:459:3;cygnus olor;t
34979;1602:459:3;gallinago gallinago;t
34979;1602:459:3;gallinula chloropus;t
34979;1602:459:3;gavia arctica;t
34979;1602:459:3;hydrocoloeus minutus;t
34979;1602:459:3;hydroprogne caspia;t
34979;1602:459:3;larus minutus;t
34979;1602:459:3;mergus merganser;t
34979;1602:459:3;numenius arquata;t
34979;1602:459:3;pandion haliaetus;t
34979;1602:459:3;phalacrocorax carbo;t
34979;1602:459:3;riparia riparia;t
34979;1602:459:3;sternula albifrons;t
34980;1602:459:4;anser albifrons;t
34980;1602:459:4;ardea cinerea;t
34980;1602:459:4;aythya fuligula;t
34980;1602:459:4;bucephala clangula;t
34980;1602:459:4;cinclus cinclus;t
34980;1602:459:4;crex crex;t
34980;1602:459:4;gallinago gallinago;t
34980;1602:459:4;gavia arctica;t
34980;1602:459:4;hydrocoloeus minutus;t
34980;1602:459:4;larus minutus;t
34980;1602:459:4;mergus merganser;t
34980;1602:459:4;numenius arquata;t
34980;1602:459:4;pandion haliaetus;t
34980;1602:459:4;phalacrocorax carbo;t
34980;1602:459:4;riparia riparia;t
34981;1603:350:3;anser albifrons;t
34981;1603:350:3;cinclus cinclus;t
34981;1603:350:3;gallinago gallinago;t
34981;1603:350:3;gavia arctica;t
34981;1603:350:3;larus minutus;t
34981;1603:350:3;numenius arquata;t
34981;1603:350:3;pandion haliaetus;t
34981;1603:350:3;phalacrocorax carbo;t
34987;1603:353:3;salmo salar;t
34990;1603:354:4;salmo salar;t
35001;1604:350:3;salmo salar;t
35007;1604:353:3;salmo salar;t
35009;1604:354:3;riparia riparia;t
35010;1604:354:4;salmo salar;t
35030;1605:354:4;salmo salar;t
35595;7602:352:2;gallinago gallinago;t
35596;7602:352:1;aythya fuligula;t
35596;7602:352:1;gallinago gallinago;t
35597;7602:351:2;gallinago gallinago;t
35599;7602:350:2;aythya fuligula;t
35599;7602:350:2;gallinago gallinago;t
35600;7602:350:1;gallinago gallinago;t
35602;7601:459:1;aythya fuligula;t
35602;7601:459:1;gallinago gallinago;t
35613;7601:353:2;aythya fuligula;t
35613;7601:353:2;gallinago gallinago;t
35664;1601:351:2;alces alces;t
35664;1601:351:2;anser albifrons;t
35664;1601:351:2;ardea cinerea;t
35664;1601:351:2;aythya fuligula;t
35664;1601:351:2;bucephala clangula;t
35664;1601:351:2;bufo bufo;t
35664;1601:351:2;cinclus cinclus;t
35664;1601:351:2;gallinago gallinago;t
35664;1601:351:2;gavia arctica;t
35664;1601:351:2;lutra lutra;t
35664;1601:351:2;mergus merganser;t
35664;1601:351:2;numenius arquata;t
35664;1601:351:2;phalacrocorax carbo;t
35665;1601:352:1;alces alces;t
35665;1601:352:1;anser albifrons;t
35665;1601:352:1;ardea cinerea;t
35665;1601:352:1;aythya fuligula;t
35665;1601:352:1;bucephala clangula;t
35665;1601:352:1;bufo bufo;t
35665;1601:352:1;castor fiber;t
35665;1601:352:1;cinclus cinclus;t
35665;1601:352:1;gallinago gallinago;t
35665;1601:352:1;gavia arctica;t
35665;1601:352:1;mergus merganser;t
35665;1601:352:1;neovison vison;t
35665;1601:352:1;numenius arquata;t
35665;1601:352:1;phalacrocorax carbo;t
35665;1601:352:1;rana temporaria;t
35665;1601:352:1;riparia riparia;t
35666;1601:352:2;alces alces;t
35666;1601:352:2;ardea cinerea;t
35666;1601:352:2;aythya fuligula;t
35666;1601:352:2;bucephala clangula;t
35666;1601:352:2;bufo bufo;t
35666;1601:352:2;castor fiber;t
35666;1601:352:2;cinclus cinclus;t
35666;1601:352:2;gallinago gallinago;t
35666;1601:352:2;gavia arctica;t
35666;1601:352:2;numenius arquata;t
35666;1601:352:2;phalacrocorax carbo;t
35666;1601:352:2;rana temporaria;t
35666;1601:352:2;riparia riparia;t
35667;1601:353:1;alces alces;t
35667;1601:353:1;ardea cinerea;t
35667;1601:353:1;aythya fuligula;t
35667;1601:353:1;bucephala clangula;t
35667;1601:353:1;cinclus cinclus;t
35667;1601:353:1;gallinago gallinago;t
35667;1601:353:1;gavia arctica;t
35667;1601:353:1;mergus merganser;t
35667;1601:353:1;numenius arquata;t
35667;1601:353:1;pandion haliaetus;t
35668;1601:353:2;alces alces;t
35668;1601:353:2;aythya fuligula;t
35668;1601:353:2;bucephala clangula;t
35668;1601:353:2;castor fiber;t
35668;1601:353:2;cinclus cinclus;t
35668;1601:353:2;gallinago gallinago;t
35668;1601:353:2;gavia arctica;t
35668;1601:353:2;mergus merganser;t
35668;1601:353:2;numenius arquata;t
35668;1601:353:2;pandion haliaetus;t
35668;1601:353:2;rana temporaria;t
35669;1601:354:1;ardea cinerea;t
35669;1601:354:1;aythya fuligula;t
35669;1601:354:1;bucephala clangula;t
35669;1601:354:1;castor fiber;t
35669;1601:354:1;cinclus cinclus;t
35669;1601:354:1;gallinago gallinago;t
35669;1601:354:1;gavia arctica;t
35669;1601:354:1;hydrocoloeus minutus;t
35669;1601:354:1;larus minutus;t
35669;1601:354:1;mergus merganser;t
35669;1601:354:1;numenius arquata;t
35669;1601:354:1;pandion haliaetus;t
35669;1601:354:1;rana temporaria;t
35669;1601:354:1;riparia riparia;t
35669;1601:354:1;salvelinus alpinus;t
35670;1601:354:2;ardea cinerea;t
35670;1601:354:2;aythya fuligula;t
35670;1601:354:2;bucephala clangula;t
35670;1601:354:2;cinclus cinclus;t
35670;1601:354:2;gallinago gallinago;t
35670;1601:354:2;gavia arctica;t
35670;1601:354:2;hydrocoloeus minutus;t
35670;1601:354:2;lota lota;t
35670;1601:354:2;mergus merganser;t
35670;1601:354:2;numenius arquata;t
35670;1601:354:2;phoxinus phoxinus;t
35670;1601:354:2;riparia riparia;t
35670;1601:354:2;salmo trutta;t
35670;1601:354:2;salvelinus alpinus;t
35671;1601:455:1;alces alces;t
35671;1601:455:1;ardea cinerea;t
35671;1601:455:1;aythya fuligula;t
35671;1601:455:1;bucephala clangula;t
35671;1601:455:1;cinclus cinclus;t
35671;1601:455:1;gallinago gallinago;t
35671;1601:455:1;gavia arctica;t
35671;1601:455:1;lota lota;t
35671;1601:455:1;lutra lutra;t
35671;1601:455:1;mergus merganser;t
35671;1601:455:1;riparia riparia;t
35671;1601:455:1;salmo trutta;t
35672;1601:455:2;aythya fuligula;t
35672;1601:455:2;bucephala clangula;t
35672;1601:455:2;castor fiber;t
35672;1601:455:2;cinclus cinclus;t
35672;1601:455:2;galba truncatula;t
35672;1601:455:2;gallinago gallinago;t
35672;1601:455:2;gavia arctica;t
