loiczid;csquarecode;lname;occurrence
45750;1501:384:2;salmo trutta;t
45750;1501:384:2;scardinius erythrophthalmus;t
45750;1501:384:2;sternula albifrons;t
45750;1501:384:2;succinea putris;t
45750;1501:384:2;thymallus thymallus;t
45750;1501:384:2;tinca tinca;t
45750;1501:384:2;triturus cristatus;t
45750;1501:384:2;vertigo angustior;t
45750;1501:384:2;zonitoides nitidus;t
45751;1501:485:1;alburnus alburnus;t
45751;1501:485:1;alces alces;t
45751;1501:485:1;anser albifrons;t
45751;1501:485:1;ardea cinerea;t
45751;1501:485:1;aythya fuligula;t
45751;1501:485:1;botaurus stellaris;t
45751;1501:485:1;bucephala clangula;t
45751;1501:485:1;bufo bufo;t
45751;1501:485:1;carychium minimum;t
45751;1501:485:1;cinclus cinclus;t
45751;1501:485:1;cobitis taenia;t
45751;1501:485:1;cottus gobio;t
45751;1501:485:1;crex crex;t
45751;1501:485:1;cygnus olor;t
45751;1501:485:1;deroceras laeve;t
45751;1501:485:1;esox lucius;t
45751;1501:485:1;galba truncatula;t
45751;1501:485:1;gallinago gallinago;t
45751;1501:485:1;gallinula chloropus;t
45751;1501:485:1;gavia arctica;t
45751;1501:485:1;gymnocephalus cernuus;t
45751;1501:485:1;hydrocoloeus minutus;t
45751;1501:485:1;hydroprogne caspia;t
45751;1501:485:1;lota lota;t
45751;1501:485:1;lutra lutra;t
45751;1501:485:1;lymnaea stagnalis;t
45751;1501:485:1;margaritifera margaritifera;t
45751;1501:485:1;mergus merganser;t
45751;1501:485:1;myotis daubentonii;t
45751;1501:485:1;numenius arquata;t
45751;1501:485:1;pandion haliaetus;t
45751;1501:485:1;perca fluviatilis;t
45751;1501:485:1;phalacrocorax carbo;t
45751;1501:485:1;phoxinus phoxinus;t
45751;1501:485:1;rana arvalis;t
45751;1501:485:1;rana temporaria;t
45751;1501:485:1;riparia riparia;t
45751;1501:485:1;rutilus rutilus;t
45751;1501:485:1;salmo trutta;t
45751;1501:485:1;salvelinus alpinus;t
45751;1501:485:1;scardinius erythrophthalmus;t
45751;1501:485:1;squalius cephalus;t
45751;1501:485:1;succinea putris;t
45751;1501:485:1;tinca tinca;t
45751;1501:485:1;triturus cristatus;t
45751;1501:485:1;vertigo angustior;t
45751;1501:485:1;zonitoides nitidus;t
45752;1501:485:2;abramis brama;t
45752;1501:485:2;alburnus alburnus;t
45752;1501:485:2;alces alces;t
45752;1501:485:2;anguilla anguilla;t
45752;1501:485:2;anser albifrons;t
45752;1501:485:2;ardea alba;t
45752;1501:485:2;ardea cinerea;t
45752;1501:485:2;arvicola terrestris;t
45752;1501:485:2;aythya fuligula;t
45752;1501:485:2;botaurus stellaris;t
45752;1501:485:2;bucephala clangula;t
45752;1501:485:2;bufo bufo;t
45752;1501:485:2;carychium minimum;t
45752;1501:485:2;castor fiber;t
45752;1501:485:2;cinclus cinclus;t
45752;1501:485:2;cobitis taenia;t
45752;1501:485:2;cottus gobio;t
45752;1501:485:2;crex crex;t
45752;1501:485:2;cygnus olor;t
45752;1501:485:2;deroceras laeve;t
45752;1501:485:2;egretta garzetta;t
45752;1501:485:2;esox lucius;t
45752;1501:485:2;galba truncatula;t
45752;1501:485:2;gallinago gallinago;t
45752;1501:485:2;gallinula chloropus;t
45752;1501:485:2;gavia arctica;t
45752;1501:485:2;glareola pratincola;t
45752;1501:485:2;gymnocephalus cernuus;t
45752;1501:485:2;hydrocoloeus minutus;t
45752;1501:485:2;hydroprogne caspia;t
45752;1501:485:2;lota lota;t
45752;1501:485:2;lutra lutra;t
45752;1501:485:2;lymnaea stagnalis;t
45752;1501:485:2;mergus merganser;t
45752;1501:485:2;myotis daubentonii;t
45752;1501:485:2;numenius arquata;t
45752;1501:485:2;oxyura jamaicensis;t
45752;1501:485:2;pandion haliaetus;t
45752;1501:485:2;perca fluviatilis;t
45752;1501:485:2;phalacrocorax carbo;t
45752;1501:485:2;platalea leucorodia;t
45752;1501:485:2;rana temporaria;t
45752;1501:485:2;rattus norvegicus;t
45752;1501:485:2;riparia riparia;t
45752;1501:485:2;rutilus rutilus;t
45752;1501:485:2;salmo trutta;t
45752;1501:485:2;salvelinus alpinus;t
45752;1501:485:2;scardinius erythrophthalmus;t
45752;1501:485:2;squalius cephalus;t
45752;1501:485:2;sternula albifrons;t
45752;1501:485:2;succinea putris;t
45752;1501:485:2;tinca tinca;t
45752;1501:485:2;triturus cristatus;t
45752;1501:485:2;vertigo angustior;t
45752;1501:485:2;zonitoides nitidus;t
45753;1501:486:1;abramis brama;t
45753;1501:486:1;alburnus alburnus;t
45753;1501:486:1;alces alces;t
45753;1501:486:1;anguilla anguilla;t
45753;1501:486:1;anser albifrons;t
45753;1501:486:1;ardea cinerea;t
45753;1501:486:1;aythya fuligula;t
45753;1501:486:1;blicca bjoerkna;t
45753;1501:486:1;botaurus stellaris;t
45753;1501:486:1;bucephala clangula;t
45753;1501:486:1;bufo bufo;t
45753;1501:486:1;carassius carassius;t
45753;1501:486:1;carychium minimum;t
45753;1501:486:1;cinclus cinclus;t
45753;1501:486:1;cobitis taenia;t
45753;1501:486:1;cottus gobio;t
45753;1501:486:1;crex crex;t
45753;1501:486:1;cygnus olor;t
45753;1501:486:1;deroceras laeve;t
45753;1501:486:1;esox lucius;t
45753;1501:486:1;galba truncatula;t
45753;1501:486:1;gallinago gallinago;t
45753;1501:486:1;gallinula chloropus;t
45753;1501:486:1;gavia arctica;t
45753;1501:486:1;gymnocephalus cernuus;t
45753;1501:486:1;hydroprogne caspia;t
45753;1501:486:1;leuciscus idus;t
45753;1501:486:1;lota lota;t
45753;1501:486:1;lutra lutra;t
45753;1501:486:1;lymnaea stagnalis;t
45753;1501:486:1;mergus merganser;t
45753;1501:486:1;myotis daubentonii;t
45753;1501:486:1;numenius arquata;t
45753;1501:486:1;perca fluviatilis;t
45753;1501:486:1;phalacrocorax carbo;t
45753;1501:486:1;rana arvalis;t
45753;1501:486:1;riparia riparia;t
45753;1501:486:1;rutilus rutilus;t
45753;1501:486:1;salmo salar;t
45753;1501:486:1;salmo trutta;t
45753;1501:486:1;scardinius erythrophthalmus;t
45753;1501:486:1;succinea putris;t
45753;1501:486:1;tinca tinca;t
45753;1501:486:1;triturus cristatus;t
45753;1501:486:1;zonitoides nitidus;t
45754;1501:486:2;abramis brama;t
45754;1501:486:2;alburnus alburnus;t
45754;1501:486:2;anguilla anguilla;t
45754;1501:486:2;anser albifrons;t
45754;1501:486:2;ardea cinerea;t
45754;1501:486:2;aythya fuligula;t
45754;1501:486:2;botaurus stellaris;t
45754;1501:486:2;bucephala clangula;t
45754;1501:486:2;bufo bufo;t
45754;1501:486:2;carassius carassius;t
45754;1501:486:2;carychium minimum;t
45754;1501:486:2;castor fiber;t
45754;1501:486:2;cinclus cinclus;t
45754;1501:486:2;coregonus lavaretus;t
45754;1501:486:2;cottus gobio;t
45754;1501:486:2;crex crex;t
45754;1501:486:2;cygnus olor;t
45754;1501:486:2;deroceras laeve;t
45754;1501:486:2;esox lucius;t
45754;1501:486:2;galba truncatula;t
45754;1501:486:2;gallinago gallinago;t
45754;1501:486:2;gallinula chloropus;t
45754;1501:486:2;gasterosteus aculeatus;t
45754;1501:486:2;gavia arctica;t
45754;1501:486:2;gymnocephalus cernuus;t
45754;1501:486:2;hydrocoloeus minutus;t
45754;1501:486:2;hydroprogne caspia;t
45754;1501:486:2;leuciscus idus;t
45754;1501:486:2;lota lota;t
45754;1501:486:2;lutra lutra;t
45754;1501:486:2;mergus merganser;t
45754;1501:486:2;myotis daubentonii;t
45754;1501:486:2;numenius arquata;t
45754;1501:486:2;perca fluviatilis;t
45754;1501:486:2;phalacrocorax carbo;t
45754;1501:486:2;platalea leucorodia;t
45754;1501:486:2;riparia riparia;t
45754;1501:486:2;rutilus rutilus;t
45754;1501:486:2;salmo trutta;t
45754;1501:486:2;scardinius erythrophthalmus;t
45754;1501:486:2;succinea putris;t
45754;1501:486:2;tinca tinca;t
45754;1501:486:2;triturus cristatus;t
45754;1501:486:2;vertigo angustior;t
45754;1501:486:2;zonitoides nitidus;t
45759;1501:489:1;anser albifrons;t
45759;1501:489:1;ardea cinerea;t
45759;1501:489:1;aythya fuligula;t
45759;1501:489:1;bucephala clangula;t
45759;1501:489:1;bufo bufo;t
45759;1501:489:1;crex crex;t
45759;1501:489:1;cygnus olor;t
45759;1501:489:1;gallinago gallinago;t
45759;1501:489:1;gallinula chloropus;t
45759;1501:489:1;gavia arctica;t
45759;1501:489:1;hydrocoloeus minutus;t
45759;1501:489:1;hydroprogne caspia;t
45759;1501:489:1;mergus merganser;t
45759;1501:489:1;numenius arquata;t
45759;1501:489:1;phalacrocorax carbo;t
45759;1501:489:1;riparia riparia;t
45759;1501:489:1;sternula albifrons;t
45764;1502:381:2;alces alces;t
45764;1502:381:2;ardea cinerea;t
45764;1502:381:2;aythya fuligula;t
45764;1502:381:2;bucephala clangula;t
45764;1502:381:2;crex crex;t
45764;1502:381:2;cygnus olor;t
45764;1502:381:2;gallinago gallinago;t
45764;1502:381:2;gavia arctica;t
45764;1502:381:2;hydroprogne caspia;t
45764;1502:381:2;larus minutus;t
45764;1502:381:2;mergus merganser;t
45764;1502:381:2;numenius arquata;t
45764;1502:381:2;phalacrocorax carbo;t
45764;1502:381:2;sternula albifrons;t
45765;1502:382:1;alces alces;t
45765;1502:382:1;ardea cinerea;t
45765;1502:382:1;arvicola terrestris;t
45765;1502:382:1;aythya fuligula;t
45765;1502:382:1;botaurus stellaris;t
45765;1502:382:1;bucephala clangula;t
45765;1502:382:1;bufo bufo;t
45765;1502:382:1;castor fiber;t
45765;1502:382:1;crex crex;t
45765;1502:382:1;cygnus olor;t
45765;1502:382:1;cyprinus carpio;t
45765;1502:382:1;esox lucius;t
45765;1502:382:1;gallinago gallinago;t
45765;1502:382:1;gallinula chloropus;t
45765;1502:382:1;gavia arctica;t
45765;1502:382:1;hydroprogne caspia;t
45765;1502:382:1;leuciscus idus;t
45765;1502:382:1;mergus merganser;t
45765;1502:382:1;numenius arquata;t
45765;1502:382:1;pandion haliaetus;t
45765;1502:382:1;phalacrocorax carbo;t
45765;1502:382:1;rattus norvegicus;t
45765;1502:382:1;riparia riparia;t
45765;1502:382:1;rutilus rutilus;t
45765;1502:382:1;sternula albifrons;t
45766;1502:382:2;alces alces;t
45766;1502:382:2;ardea cinerea;t
45766;1502:382:2;arvicola terrestris;t
45766;1502:382:2;aythya fuligula;t
45766;1502:382:2;bucephala clangula;t
45766;1502:382:2;bufo bufo;t
45766;1502:382:2;crex crex;t
45766;1502:382:2;cygnus olor;t
45766;1502:382:2;gallinago gallinago;t
45766;1502:382:2;gallinula chloropus;t
45766;1502:382:2;hydroprogne caspia;t
45766;1502:382:2;larus minutus;t
45766;1502:382:2;lutra lutra;t
45766;1502:382:2;mergus merganser;t
45766;1502:382:2;numenius arquata;t
45766;1502:382:2;phalacrocorax carbo;t
45766;1502:382:2;rattus norvegicus;t
45766;1502:382:2;riparia riparia;t
45768;1502:383:2;alces alces;t
45768;1502:383:2;ardea cinerea;t
45768;1502:383:2;arvicola terrestris;t
45768;1502:383:2;aythya fuligula;t
45768;1502:383:2;bucephala clangula;t
45768;1502:383:2;crex crex;t
45768;1502:383:2;cygnus olor;t
45768;1502:383:2;gallinago gallinago;t
45768;1502:383:2;lutra lutra;t
45768;1502:383:2;mergus merganser;t
45768;1502:383:2;numenius arquata;t
45768;1502:383:2;ondatra zibethicus;t
45768;1502:383:2;pandion haliaetus;t
45768;1502:383:2;rattus norvegicus;t
45768;1502:383:2;riparia riparia;t
45768;1502:383:2;sternula albifrons;t
45769;1502:384:1;alburnus alburnus;t
45769;1502:384:1;alces alces;t
45769;1502:384:1;anser albifrons;t
45769;1502:384:1;ardea cinerea;t
45769;1502:384:1;arvicola terrestris;t
45769;1502:384:1;aythya fuligula;t
45769;1502:384:1;botaurus stellaris;t
45769;1502:384:1;bucephala clangula;t
45769;1502:384:1;bufo bufo;t
45769;1502:384:1;crex crex;t
45769;1502:384:1;cygnus olor;t
45769;1502:384:1;cyprinus carpio;t
45769;1502:384:1;gallinago gallinago;t
45769;1502:384:1;larus minutus;t
45769;1502:384:1;lutra lutra;t
45769;1502:384:1;mergus merganser;t
45769;1502:384:1;numenius arquata;t
45769;1502:384:1;ondatra zibethicus;t
45769;1502:384:1;pandion haliaetus;t
45769;1502:384:1;rana temporaria;t
45769;1502:384:1;rattus norvegicus;t
45769;1502:384:1;riparia riparia;t
45770;1502:384:2;alces alces;t
45770;1502:384:2;ardea cinerea;t
45770;1502:384:2;arvicola terrestris;t
45770;1502:384:2;aythya fuligula;t
45770;1502:384:2;bucephala clangula;t
45770;1502:384:2;bufo bufo;t
45770;1502:384:2;castor fiber;t
45770;1502:384:2;crex crex;t
45770;1502:384:2;cygnus olor;t
45770;1502:384:2;gallinago gallinago;t
45770;1502:384:2;gallinula chloropus;t
45770;1502:384:2;gavia arctica;t
45770;1502:384:2;leuciscus leuciscus;t
45770;1502:384:2;lutra lutra;t
45770;1502:384:2;mergus merganser;t
45770;1502:384:2;myotis daubentonii;t
45770;1502:384:2;numenius arquata;t
45770;1502:384:2;ondatra zibethicus;t
45770;1502:384:2;phalacrocorax carbo;t
45770;1502:384:2;rana temporaria;t
45770;1502:384:2;rattus norvegicus;t
45770;1502:384:2;rattus rattus;t
45770;1502:384:2;riparia riparia;t
45770;1502:384:2;rutilus rutilus;t
45771;1502:485:1;alces alces;t
45771;1502:485:1;ardea cinerea;t
45771;1502:485:1;arvicola terrestris;t
45771;1502:485:1;aythya fuligula;t
45771;1502:485:1;botaurus stellaris;t
45771;1502:485:1;bucephala clangula;t
45771;1502:485:1;castor fiber;t
45771;1502:485:1;cinclus cinclus;t
45771;1502:485:1;crex crex;t
45771;1502:485:1;cygnus olor;t
45771;1502:485:1;gallinago gallinago;t
45771;1502:485:1;gallinula chloropus;t
45771;1502:485:1;larus minutus;t
45771;1502:485:1;lutra lutra;t
45771;1502:485:1;mergus merganser;t
45771;1502:485:1;numenius arquata;t
45771;1502:485:1;ondatra zibethicus;t
45771;1502:485:1;pandion haliaetus;t
45771;1502:485:1;phalacrocorax carbo;t
45771;1502:485:1;rana temporaria;t
45771;1502:485:1;rattus norvegicus;t
45771;1502:485:1;riparia riparia;t
45772;1502:485:2;alces alces;t
45772;1502:485:2;anser albifrons;t
45772;1502:485:2;ardea cinerea;t
45772;1502:485:2;arvicola terrestris;t
45772;1502:485:2;aythya fuligula;t
45772;1502:485:2;botaurus stellaris;t
45772;1502:485:2;bucephala clangula;t
45772;1502:485:2;bufo bufo;t
45772;1502:485:2;castor fiber;t
45772;1502:485:2;cinclus cinclus;t
45772;1502:485:2;crex crex;t
45772;1502:485:2;cygnus olor;t
45772;1502:485:2;esox lucius;t
45772;1502:485:2;gallinago gallinago;t
45772;1502:485:2;gallinula chloropus;t
45772;1502:485:2;hydrocoloeus minutus;t
45772;1502:485:2;larus minutus;t
45772;1502:485:2;lutra lutra;t
45772;1502:485:2;mergus merganser;t
45772;1502:485:2;numenius arquata;t
45772;1502:485:2;ondatra zibethicus;t
45772;1502:485:2;pandion haliaetus;t
45772;1502:485:2;perca fluviatilis;t
45772;1502:485:2;phalacrocorax carbo;t
45772;1502:485:2;rana arvalis;t
45772;1502:485:2;rana temporaria;t
45772;1502:485:2;rattus norvegicus;t
45772;1502:485:2;rattus rattus;t
45772;1502:485:2;riparia riparia;t
45773;1502:486:1;abramis brama;t
45773;1502:486:1;alces alces;t
45773;1502:486:1;anser albifrons;t
45773;1502:486:1;ardea cinerea;t
45773;1502:486:1;arvicola terrestris;t
45773;1502:486:1;aythya fuligula;t
45773;1502:486:1;botaurus stellaris;t
45773;1502:486:1;bucephala clangula;t
45773;1502:486:1;bufo bufo;t
45773;1502:486:1;castor fiber;t
45773;1502:486:1;crex crex;t
45773;1502:486:1;cygnus olor;t
45773;1502:486:1;esox lucius;t
45773;1502:486:1;gallinago gallinago;t
45773;1502:486:1;gallinula chloropus;t
45773;1502:486:1;gavia arctica;t
45773;1502:486:1;hydrocoloeus minutus;t
45773;1502:486:1;larus minutus;t
45773;1502:486:1;lutra lutra;t
45773;1502:486:1;lymnaea stagnalis;t
45773;1502:486:1;mergus merganser;t
45773;1502:486:1;numenius arquata;t
45773;1502:486:1;ondatra zibethicus;t
45773;1502:486:1;pandion haliaetus;t
45773;1502:486:1;perca fluviatilis;t
45773;1502:486:1;phalacrocorax carbo;t
45773;1502:486:1;rana arvalis;t
45773;1502:486:1;rana temporaria;t
45773;1502:486:1;rattus norvegicus;t
45773;1502:486:1;rattus rattus;t
45773;1502:486:1;riparia riparia;t
45773;1502:486:1;sternula albifrons;t
45774;1502:486:2;alces alces;t
45774;1502:486:2;anser albifrons;t
45774;1502:486:2;ardea cinerea;t
45774;1502:486:2;arvicola terrestris;t
45774;1502:486:2;aythya fuligula;t
45774;1502:486:2;botaurus stellaris;t
45774;1502:486:2;bucephala clangula;t
45774;1502:486:2;bufo bufo;t
45774;1502:486:2;carassius carassius;t
45774;1502:486:2;castor fiber;t
45774;1502:486:2;crex crex;t
45774;1502:486:2;cygnus olor;t
45774;1502:486:2;gallinago gallinago;t
45774;1502:486:2;gallinula chloropus;t
45774;1502:486:2;larus minutus;t
45774;1502:486:2;lutra lutra;t
45774;1502:486:2;mergus merganser;t
45774;1502:486:2;numenius arquata;t
45774;1502:486:2;ondatra zibethicus;t
45774;1502:486:2;pandion haliaetus;t
45774;1502:486:2;pelobates fuscus;t
45774;1502:486:2;perca fluviatilis;t
45774;1502:486:2;rana temporaria;t
45774;1502:486:2;rattus norvegicus;t
45774;1502:486:2;rattus rattus;t
45774;1502:486:2;riparia riparia;t
45775;1502:487:1;alces alces;t
45775;1502:487:1;ardea cinerea;t
45775;1502:487:1;arvicola terrestris;t
45775;1502:487:1;aythya fuligula;t
45775;1502:487:1;botaurus stellaris;t
45775;1502:487:1;bucephala clangula;t
45775;1502:487:1;bufo bufo;t
45775;1502:487:1;carassius carassius;t
45775;1502:487:1;castor fiber;t
45775;1502:487:1;cinclus cinclus;t
45775;1502:487:1;crex crex;t
45775;1502:487:1;cygnus olor;t
45775;1502:487:1;esox lucius;t
45775;1502:487:1;gallinago gallinago;t
45775;1502:487:1;gallinula chloropus;t
45775;1502:487:1;larus minutus;t
45775;1502:487:1;lutra lutra;t
45775;1502:487:1;mergus merganser;t
45775;1502:487:1;numenius arquata;t
45775;1502:487:1;ondatra zibethicus;t
45775;1502:487:1;pandion haliaetus;t
45775;1502:487:1;perca fluviatilis;t
45775;1502:487:1;rana arvalis;t
45775;1502:487:1;rana temporaria;t
45775;1502:487:1;rattus norvegicus;t
45775;1502:487:1;rattus rattus;t
45775;1502:487:1;riparia riparia;t
45775;1502:487:1;rutilus rutilus;t
45776;1502:487:2;alces alces;t
45776;1502:487:2;ardea cinerea;t
45776;1502:487:2;arvicola terrestris;t
45776;1502:487:2;aythya fuligula;t
45776;1502:487:2;botaurus stellaris;t
45776;1502:487:2;bucephala clangula;t
45776;1502:487:2;castor fiber;t
45776;1502:487:2;crex crex;t
45776;1502:487:2;cygnus olor;t
45776;1502:487:2;esox lucius;t
45776;1502:487:2;gallinago gallinago;t
45776;1502:487:2;gallinula chloropus;t
45776;1502:487:2;larus minutus;t
45776;1502:487:2;lutra lutra;t
45776;1502:487:2;numenius arquata;t
45776;1502:487:2;ondatra zibethicus;t
45776;1502:487:2;pandion haliaetus;t
45776;1502:487:2;perca fluviatilis;t
45776;1502:487:2;phalacrocorax carbo;t
45776;1502:487:2;rattus norvegicus;t
45776;1502:487:2;rattus rattus;t
45776;1502:487:2;riparia riparia;t
45783;1503:381:1;ardea cinerea;t
45788;1503:383:2;bufo bufo;t
45788;1503:383:2;rana temporaria;t
45788;1503:383:2;triturus cristatus;t
46426;7500:477:3;anguilla anguilla;t
46426;7500:477:3;aplexa hypnorum;t
46426;7500:477:3;ardea cinerea;t
46426;7500:477:3;aythya fuligula;t
46426;7500:477:3;carychium minimum;t
46426;7500:477:3;crex crex;t
46426;7500:477:3;cygnus olor;t
46426;7500:477:3;gallinago gallinago;t
46426;7500:477:3;gasterosteus aculeatus;t
46426;7500:477:3;gavia arctica;t
46426;7500:477:3;lutra lutra;t
46426;7500:477:3;numenius arquata;t
46426;7500:477:3;phalacrocorax carbo;t
46426;7500:477:3;rattus norvegicus;t
46426;7500:477:3;salmo salar;t
46426;7500:477:3;salmo trutta;t
46426;7500:477:3;salvelinus alpinus;t
46426;7500:477:3;sternula albifrons;t
46427;7500:476:4;anguilla anguilla;t
46427;7500:476:4;ardea cinerea;t
46427;7500:476:4;bufo bufo;t
46427;7500:476:4;carychium minimum;t
46427;7500:476:4;cinclus cinclus;t
46427;7500:476:4;crex crex;t
46427;7500:476:4;gallinago gallinago;t
46427;7500:476:4;gasterosteus aculeatus;t
46427;7500:476:4;gavia arctica;t
46427;7500:476:4;lutra lutra;t
46427;7500:476:4;numenius arquata;t
46427;7500:476:4;rana temporaria;t
46427;7500:476:4;salmo salar;t
46427;7500:476:4;salmo trutta;t
46428;7500:476:3;anguilla anguilla;t
46428;7500:476:3;ardea cinerea;t
46428;7500:476:3;aythya fuligula;t
46428;7500:476:3;bufo bufo;t
46428;7500:476:3;carychium minimum;t
46428;7500:476:3;crex crex;t
46428;7500:476:3;cygnus olor;t
46428;7500:476:3;gallinago gallinago;t
46428;7500:476:3;gasterosteus aculeatus;t
46428;7500:476:3;lutra lutra;t
46428;7500:476:3;neovison vison;t
46428;7500:476:3;numenius arquata;t
46428;7500:476:3;phalacrocorax carbo;t
46428;7500:476:3;rana temporaria;t
46428;7500:476:3;rattus norvegicus;t
46428;7500:476:3;riparia riparia;t
46428;7500:476:3;salmo salar;t
46428;7500:476:3;salmo trutta;t
46428;7500:476:3;salvelinus alpinus;t
46429;7500:475:4;anguilla anguilla;t
46429;7500:475:4;ardea cinerea;t
46429;7500:475:4;aythya fuligula;t
46429;7500:475:4;bucephala clangula;t
46429;7500:475:4;bufo bufo;t
46429;7500:475:4;carychium minimum;t
46429;7500:475:4;cinclus cinclus;t
46429;7500:475:4;crex crex;t
46429;7500:475:4;esox lucius;t
46429;7500:475:4;gallinago gallinago;t
46429;7500:475:4;gallinula chloropus;t
46429;7500:475:4;gasterosteus aculeatus;t
46429;7500:475:4;gavia arctica;t
46429;7500:475:4;lutra lutra;t
46429;7500:475:4;neovison vison;t
46429;7500:475:4;numenius arquata;t
46429;7500:475:4;phalacrocorax carbo;t
46429;7500:475:4;phoxinus phoxinus;t
46429;7500:475:4;rana temporaria;t
46429;7500:475:4;riparia riparia;t
46429;7500:475:4;salmo salar;t
46429;7500:475:4;salmo trutta;t
46429;7500:475:4;salvelinus alpinus;t
46430;7500:475:3;anguilla anguilla;t
46430;7500:475:3;anser albifrons;t
46430;7500:475:3;ardea cinerea;t
46430;7500:475:3;bucephala clangula;t
46430;7500:475:3;bufo bufo;t
46430;7500:475:3;carychium minimum;t
46430;7500:475:3;cinclus cinclus;t
46430;7500:475:3;crex crex;t
46430;7500:475:3;cygnus olor;t
46430;7500:475:3;esox lucius;t
46430;7500:475:3;gallinago gallinago;t
46430;7500:475:3;gasterosteus aculeatus;t
46430;7500:475:3;gavia arctica;t
46430;7500:475:3;lutra lutra;t
46430;7500:475:3;mergus merganser;t
46430;7500:475:3;myotis daubentonii;t
46430;7500:475:3;neomys fodiens;t
46430;7500:475:3;neovison vison;t
46430;7500:475:3;numenius arquata;t
46430;7500:475:3;perca fluviatilis;t
46430;7500:475:3;phalacrocorax carbo;t
46430;7500:475:3;phoxinus phoxinus;t
46430;7500:475:3;rana temporaria;t
46430;7500:475:3;rattus norvegicus;t
46430;7500:475:3;riparia riparia;t
46430;7500:475:3;salmo salar;t
46430;7500:475:3;salmo trutta;t
46430;7500:475:3;salvelinus alpinus;t
46431;7500:374:4;anguilla anguilla;t
46431;7500:374:4;aythya fuligula;t
46431;7500:374:4;bucephala clangula;t
46431;7500:374:4;bufo bufo;t
46431;7500:374:4;carychium minimum;t
46431;7500:374:4;cinclus cinclus;t
46431;7500:374:4;cygnus olor;t
46431;7500:374:4;esox lucius;t
46431;7500:374:4;gallinago gallinago;t
46431;7500:374:4;gallinula chloropus;t
46431;7500:374:4;gasterosteus aculeatus;t
46431;7500:374:4;gavia arctica;t
46431;7500:374:4;lutra lutra;t
46431;7500:374:4;mergus merganser;t
46431;7500:374:4;myotis daubentonii;t
46431;7500:374:4;neomys fodiens;t
46431;7500:374:4;neovison vison;t
46431;7500:374:4;numenius arquata;t
46431;7500:374:4;oxyura jamaicensis;t
46431;7500:374:4;perca fluviatilis;t
46431;7500:374:4;phoxinus phoxinus;t
46431;7500:374:4;rana temporaria;t
46431;7500:374:4;rattus norvegicus;t
46431;7500:374:4;riparia riparia;t
46431;7500:374:4;salmo salar;t
46431;7500:374:4;salmo trutta;t
46431;7500:374:4;salvelinus alpinus;t
46431;7500:374:4;triturus cristatus;t
46432;7500:374:3;anguilla anguilla;t
46432;7500:374:3;anser albifrons;t
46432;7500:374:3;aplexa hypnorum;t
46432;7500:374:3;ardea cinerea;t
46432;7500:374:3;aythya fuligula;t
46432;7500:374:3;bucephala clangula;t
46432;7500:374:3;bufo bufo;t
46432;7500:374:3;carychium minimum;t
46432;7500:374:3;cinclus cinclus;t
46432;7500:374:3;crex crex;t
46432;7500:374:3;cygnus olor;t
46432;7500:374:3;esox lucius;t
46432;7500:374:3;gallinago gallinago;t
46432;7500:374:3;gallinula chloropus;t
46432;7500:374:3;gasterosteus aculeatus;t
46432;7500:374:3;gavia arctica;t
46432;7500:374:3;larus minutus;t
46432;7500:374:3;lutra lutra;t
46432;7500:374:3;mergus merganser;t
46432;7500:374:3;myotis daubentonii;t
46432;7500:374:3;neomys fodiens;t
46432;7500:374:3;neovison vison;t
46432;7500:374:3;numenius arquata;t
46432;7500:374:3;pandion haliaetus;t
46432;7500:374:3;phalacrocorax carbo;t
46432;7500:374:3;phoxinus phoxinus;t
46432;7500:374:3;rana temporaria;t
46432;7500:374:3;rattus norvegicus;t
46432;7500:374:3;riparia riparia;t
46432;7500:374:3;salmo salar;t
46432;7500:374:3;salmo trutta;t
46432;7500:374:3;salvelinus alpinus;t
46432;7500:374:3;sternula albifrons;t
46432;7500:374:3;triturus cristatus;t
46433;7500:373:4;anguilla anguilla;t
46433;7500:373:4;anser albifrons;t
46433;7500:373:4;ardea cinerea;t
46433;7500:373:4;aythya fuligula;t
46433;7500:373:4;botaurus stellaris;t
46433;7500:373:4;bucephala clangula;t
46433;7500:373:4;bufo bufo;t
46433;7500:373:4;carychium minimum;t
46433;7500:373:4;crex crex;t
46433;7500:373:4;cygnus olor;t
46433;7500:373:4;esox lucius;t
46433;7500:373:4;gallinago gallinago;t
46433;7500:373:4;gallinula chloropus;t
46433;7500:373:4;gasterosteus aculeatus;t
46433;7500:373:4;gavia arctica;t
46433;7500:373:4;larus minutus;t
46433;7500:373:4;lutra lutra;t
46433;7500:373:4;mergus merganser;t
46433;7500:373:4;myotis daubentonii;t
46433;7500:373:4;neomys fodiens;t
46433;7500:373:4;neovison vison;t
46433;7500:373:4;numenius arquata;t
46433;7500:373:4;oxyura jamaicensis;t
46433;7500:373:4;pandion haliaetus;t
46433;7500:373:4;phalacrocorax carbo;t
46433;7500:373:4;rana temporaria;t
46433;7500:373:4;rattus norvegicus;t
46433;7500:373:4;riparia riparia;t
46433;7500:373:4;salmo salar;t
46433;7500:373:4;salmo trutta;t
46433;7500:373:4;triturus cristatus;t
46434;7500:373:3;anguilla anguilla;t
46434;7500:373:3;aplexa hypnorum;t
46434;7500:373:3;ardea cinerea;t
46434;7500:373:3;aythya fuligula;t
46434;7500:373:3;bufo bufo;t
46434;7500:373:3;carychium minimum;t
